text,url
The Guernsey Literary and Potato Peel Pie Society,https://books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html
The Bourne Identity (Jason Bourne #1),https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html
The Undomestic Goddess,https://books.toscrape.com/catalogue/the-undomestic-goddess_286/index.html
The Devil Wears Prada (The Devil Wears Prada #1),https://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html
The Nanny Diaries (Nanny #1),https://books.toscrape.com/catalogue/the-nanny-diaries-nanny-1_265/index.html
Something Borrowed (Darcy & Rachel #1),https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html
Something Blue (Darcy & Rachel #2),https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html
I've Got Your Number,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html
11/22/63,https://books.toscrape.com/catalogue/112263_583/index.html
The Shack,https://books.toscrape.com/catalogue/the-shack_576/index.html
The High Mountains of Portugal,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html
Miller's Valley,https://books.toscrape.com/catalogue/millers-valley_534/index.html
Hystopia: A Novel,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html
The Last Painting of Sara de Vos,https://books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html
Girl in the Blue Coat,https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html
Forever Rockers (The Rocker #12),https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html
The Passion of Dolssa,https://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html
World Without End (The Pillars of the Earth #2),https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html
Girl With a Pearl Earring,https://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html
The Little Prince,https://books.toscrape.com/catalogue/the-little-prince_72/index.html
Sense and Sensibility,https://books.toscrape.com/catalogue/sense-and-sensibility_49/index.html
The Red Tent,https://books.toscrape.com/catalogue/the-red-tent_273/index.html
Daredevils,https://books.toscrape.com/catalogue/daredevils_590/index.html
Old Records Never Die: One Man's Quest for His Vinyl and His Past,https://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html
